,diary_index,title_raw,value_raw,title,value,owner
1828,98,Salary,"$57,800",salary,57800,diarist
1829,98,Paycheck (2x/month),"$1,640",monthly paycheck,3280,diarist
1830,98,Housing Costs,"$1,100 for a one-bedroom apartment. I live alone.",rent,1100,diarist
1831,98,Loans,$440 for my car payment and insurance,auto,440,diarist
1832,98,All Other Electric & Gas,"~$75, varies monthly.",utilities,75,diarist
1833,98,Cable & Internet,$83,utilities,83,diarist
1834,98,Credit Card Debt,$600+,credit,600,diarist
1835,98,Spotify,$10.75,entertainment,10.75,diarist
1836,98,401(k),"7% pre-tax deduction, my company matches 6%. I also put 1% into a Roth 401(k).",savings,385.333333333333,diarist
1837,98,Health/HSA/Vision/Dental,$165.80 pre-tax,health insurance,165.8,diarist
1838,98,Charitable Donation,$20 out of my check automatically.,charity,20,diarist
1839,98,Renter's Insurance,$20.25,misc,20.25,diarist
1840,98,Cell Phone,$0. I'm on my family's plan and I apply my work cell phone subsidy to their account.,utilities,0,diarist
1841,99,Occupation,Account Manager,occupation,account manager,diarist
1842,99,Industry,Software,industry,software,diarist
1843,99,Age,25,age,25,diarist
1844,99,Location,"New Haven, CT",location,"new haven, CT",diarist
1845,99,Salary,"$50,000",salary,50000,diarist
1846,99,Paycheck (Biweekly),"$1,397",monthly paycheck,2794,diarist
1847,99,Housing,$675. My boyfriend and I split a one-bedroom evenly.,rent,675,diarist
1848,99,Loan Payments,$400 toward student loans.,student loan,400,diarist
1849,99,All Other Car Insurance,$91,auto,91,diarist
1850,99,Gym Membership,$34,gym,34,diarist
1851,99,Internet,$50,utilities,50,diarist
1852,99,Streaming Services,"$0. We use my boyfriend's Netflix, Hulu, and other accounts and call it even after I pay internet.",entertainment,0,diarist
1853,99,Cell Phone,"$0. Lucky to still be on the family plan, which my mom pays for.",utilities,0,diarist
1854,99,Health & Dental Insurance,$0; it's fully covered by work.,health insurance,0,diarist
1855,99,Credit Card Debt,"$200. Some financially irresponsible decisions after undergrad left me with about $5,000 in credit card debt that I am trying to pay off. I put more money toward this some months if I'm able.",credit,200,diarist
1856,99,Savings,$300. I have an automatic transfer of $150 set up for each payday.,savings,300,diarist
1857,100,Occupation,Technology Consultant,occupation,technology consultant,diarist
1858,100,Industry,IT,industry,it,diarist
1859,100,Age,24,age,24,diarist
1860,100,Location,"Berkeley, CA",location,"berkeley, CA",diarist
1861,100,Salary,"$92,700",salary,92700,diarist
1862,100,Paycheck (2x/month),"$1,795 after taxes, 401(k), stock, and health insurance deductions",monthly paycheck,3590,diarist
1863,100,Housing Costs,"$1,275. My relatively low rent is one of the reasons I decided to stay in my college town after graduation. These days, living alone in a one-bedroom apartment for the amount I'm paying is a tall order in the Bay, and I'd be hard pressed to replicate it. (I moved in just before the tech boom really got underway and rents exploded.) Had I moved to San Francisco, as many of my friends did, I'd easily be paying several hundred dollars more a month for much less space.",rent,1275,diarist
1864,100,Loan Payments,"$0. Thanks, Mom and Dad.",student loan,0,diarist
1865,100,All Other Cell Phone,"$0. Still on the family plan. Another shout out to the 'rents. My parents have generously let me stay on their plan, and in return I share my",utilities,0,diarist
1866,100,",",",",,,diarist
1867,100,", and Amazon Prime subscriptions with them. We all take a heavy interest in the news and political commentary, and two-day shipping, so it works out.",Internet:,utilities,42,diarist
1868,100,$42,Health Insurance:,health insurance,110,diarist
1869,100,$110,401(k):,savings,1438,diarist
1870,100,"$1,438; my company matches 6%. (All I took from my college personal finance class was that I should've started saving for retirement at time of birth, or before then.)",Company Stock Purchasing Program:,savings,175,diarist
1871,100,$175. Company-offered program where employees can purchase company stock at a discount.,Savings:,savings,400,diarist
1872,100,"$400. Have no specific goals for the funds yet, but grad school and/or owning property could be neat at some point. I have $9,000 in savings, $35,000 in retirement, and $33,000 in investments.",Charitable Donations:,charity,40,diarist
1873,100,"$40. I support the UN refugee agency, my local food bank, and an org called Developments in Literacy, which builds schools in Pakistan.",$7.50:,,,diarist
1874,100,$3.99,Comes out to $5.67/month,,,diarist
1875,100,Amazon Prime,Comes out to $8.25/month,misc,8.25,diarist
1876,101,Occupation,Marketing Specialist,occupation,marketing specialist,diarist
1877,101,Industry,Finance,industry,finance,diarist
1878,101,Age,21,age,21,diarist
1879,101,Location,"Houston, TX",location,"houston, TX",diarist
1880,101,Salary,"$47,000",salary,47000,diarist
1881,101,Paycheck (2x/month),"$1,545",monthly paycheck,3090,diarist
1882,101,Housing Costs,"$0. I live at home with my parents, sister, and dog.",rent,0,diarist
1883,101,Car Note,$300/month,auto,300,diarist
1884,101,Car Insurance,$650/year,auto,650,diarist
1885,101,Student Loans,$0. No loans thanks to my generous parents.,student loan,0,diarist
1886,101,All Other Yoga,$65,gym,65,diarist
1887,101,Spin Package,$70,gym,70,diarist
1888,101,Phone,$0; I'm on my parents' plan.,utilities,0,diarist
1889,101,Children's Orphanage & Catholic Charities,$55,charity,55,diarist
1890,101,Apple Storage,$1,misc,1,diarist
1891,101,Ipsy,I got my subscription as a gift!,misc,9,diarist
1892,101,Spotify,On my family friend's family plan. (They're a family of four and the family plan allows five accounts.),entertainment,0,diarist
1893,101,Insurance,"$32 for vision, dental, medical, short-term and long-term disability",health insurance,32,diarist
1894,101,401(k),"My company will start contributing 3% now that I've worked here six months, and I have about $850 from an internship saved into another 401(k) account. I need to figure out how to manage these.",savings,0,diarist
1895,101,Savings,"$1,545. I pretend that I only get paid once a month and put every other paycheck into savings. I want to buy my own house and hope to accomplish that by my 23rd birthday. I use the other paycheck for all my expenses, and save whatever remains (I aim for at least $200/month) into another savings account that I'm keeping for travel.",savings,1545,diarist
1896,102,Occupation,Creative Director,occupation,creative director,diarist
1897,102,Industry,Tech,industry,tech,diarist
1898,102,Age,24,age,24,diarist
1899,102,Location,Baltimore,location,"baltimore, MD",diarist
1900,102,Salary,"$62,000 plus equity",salary,62000,diarist
1901,102,Paycheck (2x/month),"$1,962",monthly paycheck,3924,diarist
1902,102,Housing,$810. I live in a pretty nice town house with three roommates where I have my own bedroom and bathroom.,rent,810,diarist
1903,102,Student Loan Payments,"$581. (I have $71,035 in student loans.)",student loan,581,diarist
1904,102,All Other Health Insurance,: $40 each paycheck,health insurance,80,diarist
1905,102,Car Insurance,$91,auto,91,diarist
1906,102,Renter's Insurance,$13.07,misc,13.07,diarist
1907,102,Utilities,~$70,utilities,70,diarist
1908,102,Internet,$24,utilities,24,diarist
1909,102,Water Bill,$20,utilities,20,diarist
1910,102,Savings,"$1,300-$1,600. I'm currently building up my base savings; some of it is in investment accounts as well. Once I hit $20,000 (should happen in October 2018), I plan on setting up a retirement fund and funneling more towards my loans. (My startup doesn't offer 401(k) plans yet; it's too small.)",savings,1450,diarist
1911,103,Occupation,Film Distributor,occupation,film distributor,diarist
1912,103,Industry,Film,industry,film,diarist
1913,103,Age,26,age,26,diarist
1914,103,Location,"New York, NY",location,"new york, NY",diarist
1915,103,Salary,"$40,000",salary,40000,diarist
1916,103,Paycheck (Once Per Week),$598.07,monthly paycheck,2392.28,diarist
1917,103,Housing,"$550. I live in a family-owned apartment. My roommate and I each pay my parents $550 per month to cover the taxes, fees, and utilities my parents pay on the apartment.",rent,550,diarist
1918,103,Loan Payments,$0,student loan,0,diarist
1919,103,All Other Gym,$10.45,gym,10.45,diarist
1920,103,MoviePass,$9.95,entertainment,9.95,diarist
1921,103,Spotify,$9.99,entertainment,9.99,diarist
1922,103,Health Insurance,$179,health insurance,179,diarist
1923,103,Hulu & Netflix,$0. I use my parents' accounts.,entertainment,0,diarist
1924,103,"Cable & Internet, Water & Electricity",$0. Included in $550 rent payment.,utilities,0,diarist
1925,104,Occupation,Sales (Location Independent Worker),occupation,sales (location independent worker),diarist
1926,104,Industry,Construction,industry,construction,diarist
1927,104,Age,32,age,32,diarist
1928,104,Location,Lisbon (currently),location,"lisbon, portugal",diarist
1929,104,Salary,"$70,000",salary,70000,diarist
1930,104,Paycheck (2x/month),"$1,550",monthly paycheck,3100,diarist
1931,104,Housing Costs,"I try to keep it around $800 per month. Usually, I rent monthly Airbnbs (private rooms, not whole houses) but sometimes I get lucky. I just stayed with my BFF in NYC for a month for free.",rent,800,diarist
1932,104,Loan Payments,"$0. I got my associate's degree from a local community college, paid cash, and did not pursue a bachelor's.",student loan,0,diarist
1933,104,All Other T-Mobile International Plan,$117,utilities,117,diarist
1934,104,401(k),"16% pre-tax into my 401(k), plus a company match of 2%",savings,933.333333333333,diarist
1935,104,Savings,"$600. ($200 of this is diverted into my Vanguard account. Because my lifestyle is kind of odd, I like to have a lot of cash on hand. I may also purchase a rental condo within the next year, so I am stockpiling for a down payment.)",savings,600,diarist
1936,104,Netflix,$10,entertainment,10,diarist
1937,105,Occupation,CMO,occupation,cmo,diarist
1938,105,Industry,Software,industry,software,diarist
1939,105,Age,34,age,34,diarist
1940,105,Location,Barcelona,location,"barcelona, spain",diarist
1941,105,Salary,"$59,500 plus up to $24,000 bonus. (I earned only about $6,000 this year; it's based on company performance.)",salary,59500,diarist
1942,105,Paycheck,"$3,000/month; however, I receive 14 payments a year — an extra paycheck late in June and December.",monthly paycheck,3000,diarist
1943,105,Housing,"$950 for a corner studio in the historic center; additionally, I pay my landlord $120/month for fiber internet and all utilities.",rent,950,diarist
1944,105,Credit Card Debt,$727 for credit card repayment. I was irresponsible for a couple of years in my 20s and negotiated low rates on my own to repay.,credit,727,diarist
1945,105,Gym & Social Club Membership,"$150/month; includes free movies, music events, and more.",gym,150,diarist
1946,105,Dog Walker,$240/month,misc,240,diarist
1947,105,Transit Pass,$230/quarterly for two zones unlimited,misc,230,diarist
1948,105,Health Insurance,"$200/quarterly. I have free public healthcare but opt to pay for private, too.",health insurance,66.66,diarist
1949,105,Netflix,$0. I mooch off of a friend in the States.,entertainment,0,diarist
1950,105,Spotify,$0. I use my parents' family account.,entertainment,0,diarist
1951,105,Skype,$18.52/quarterly to maintain a U.S. number and plenty of credit to call anywhere in the world,misc,6.17333333333333,diarist
1952,105,Phone,$0; work pays,utilities,0,diarist
1953,105,Savings,Nothing right now because I'm focused on killing my debt first. I have my family as a safety net if things get real.,savings,0,diarist
1954,106,Occupation,Corporate Innovation Manager,occupation,corporate innovation manager,diarist
1955,106,Industry,Management Consulting,industry,management consulting,diarist
1956,106,Age,30,age,30,diarist
1957,106,Location,"Brooklyn, NY",location,"new york, NY",diarist
1958,106,Salary,"$150,000",salary,150000,diarist
1959,106,Paycheck (2x/month),"$3,782.24",monthly paycheck,7564.48,diarist
1960,106,Housing,"$2,250 studio rental in a newly-furnished apartment building with doorman service and an in-unit washer-dryer",rent,2250,diarist
1961,106,All Other Savings,"$1,000 auto-transferred from checking to savings account",savings,1000,diarist
1962,106,Family Maintenance,"$750. My parents generously paid for my university tuition but my Asian mother hates the idea of payback. We agreed to call it ""paying it forward,"" and I've wired money home ever since my first paycheck. Currently, it helps to cover my brother's tuition and campus rent.",misc,750,diarist
1963,106,Internet,$45,utilities,45,diarist
1964,106,Phone Bill,$45,utilities,45,diarist
1965,106,Netflix,$10,entertainment,10,diarist
1966,107,Occupation,Assistant Manager,occupation,assistant manager,diarist
1967,107,Industry,Beauty,industry,beauty,diarist
1968,107,Age,24,age,24,diarist
1969,107,Location,Paris,location,"paris, france",diarist
1970,107,Salary,"$80,000",salary,80000,diarist
1971,107,Paycheck (2x/month),"$1,730 after healthcare, savings, Roth 401(k), and New York MetroCard deductions",monthly paycheck,3460,diarist
1972,107,Housing Costs,"$0 right now. My company is paying for me to be in Paris for three months, and I sub-letted my place back in NYC.",rent,0,diarist
