,diary_index,title,value
1453,77,Student Loan Payment,$605
1454,77,Utilities,$270
1455,77,Phone Bill,$95
1456,77,Gas,$140
1457,77,Tithes,$200
1458,77,Car Insurance,$95
1459,77,Disneyland Pass,$114
1460,77,Medical Insurance,$500
1461,77,Credit Card,$800
1462,77,Private Practice,$200
1463,77,Gym Membership,$40
1464,77,Daycare,$400
1465,78,Occupation,Structural Engineer
1466,78,Industry,Consulting
1467,78,Age,28
1468,78,Location,Singapore
1469,78,Salary,"$48,630"
1470,78,Paycheck Amount (1x/month),"$4,050"
1471,78,Rent,$720 for my share. (I live with three housemates.)
1472,78,Student Loan Payments,"None. (I paid off my $33,300 in student loans three years ago.)"
1473,78,"Utilities, Internet & Cleaning",~$91
1474,78,Health Insurance,$o. (Doctor's visits and specialists' treatments are covered by my company.)
1475,78,Private Health & Life Insurance,$122
1476,78,Pension,$202. (My company matches 80% of it.)
1477,78,Phone Bill,$24
1478,78,PublicTransportation Card,$30
1479,78,Income Tax,$182. (Interest-free monthly payment of last year's income tax.)
1480,78,Investment,"$600, automatically taken out of my savings account to invest in Singapore's Straits Times Index."
1481,78,Savings,"~$730, most of which will go into my Vanguard Index Fund eventually."
1482,79,Occupation,Assistant
1483,79,Industry,IT
1484,79,Age,23
1485,79,Location,Phoenix
1486,79,Salary,"$37,800"
1487,79,Paycheck Amount (2x/month),"$1,119"
1488,79,Rent,$725 for my half of rent and hot water. (I live with a roommate and my two dogs.)
1489,79,Student Loan Payments,"$194.75. (Just made it to under $10,000!)"
1490,79,"Health, Dental & Vision Insurance",$159.78. (It comes straight out of my paycheck.)
1491,79,Wifi,$26
1492,79,Electricity,~$50. (~$100 in the summer when we use the air conditioning a lot.)
1493,79,Transportation,$64 for an unlimited pass
1494,79,Cell Phone Bill,"$83, paid to my mom"
1495,79,Savings,$120 minimum
1496,79,Netflix/Hulu/HBO,All paid for by family members generous enough to give me their passwords.
1497,79,Spotify,"$36, paid once a year"
1498,80,Occupation,Luxury Travel Manager
1499,80,Industry,Hospitality
1500,80,Age,26
1501,80,Location,Connecticut
1502,80,Salary,"$52,000"
1503,80,Paycheck (2x/month),"$1,425"
1504,80,Housing Costs,"$0. My company pays for my housing ($2,000/month), but I am responsible for internet ($70) and the electric bill ($120-$200) each month. I live alone for part of the year, and I have a roommate during the summer."
1505,80,Student Loan Payments,$300
1506,80,Car Payment,$387
1507,80,All Other Apple Music,$9.99. It's a necessity.
1508,80,Audible,$22.95. I drive quite a bit and audiobooks helps me enjoy the time.
1509,80,Netflix,$8.99
1510,80,s,"$15. After the last election, I felt it was my civic duty to keep myself, and everyone around me, aware."
1511,80,Dropbox,$9.99
1512,80,Verizon,$120-$200. My company pays for $150 of my phone bill. I am responsible for any additional costs (mostly international calls on my part).
1513,80,Car Insurance & Registration,"$120. I pay my auto insurance bi-annually, so every month, I have an automatic withdrawal set up."
1514,80,Savings,$500. I set up an auto-withdrawal on the first of each month to put $500 into savings. Sometimes I'll add more.
1515,81,Occupation,Graduate Assistant
1516,81,Industry,Academia
1517,81,Age,25
1518,81,Location,"Philadelphia, PA"
1519,81,Salary,"$13,500"
1520,81,Paycheck,"$1,500/month, for nine months of the year."
1521,81,Part-Time Nannying Job,"~$600. I left my full-time salaried job (where I was severely overworked and underpaid) in order to pursue my graduate degree late last summer. To give you an idea, my current take-home income as a grad student and nanny is actually slightly than I was making after taxes at my ""grown-up"" job. It was a scary risk, but I am so much happier and more fulfilled."
1522,81,Housing Costs,"$1,000, split 50-50 with my boyfriend"
1523,81,Loan Payments,$0. I'm in grad school and currently not making any payments on my student loans.
1524,81,All Other Netflix,$9
1525,81,HBO Now,$13
1526,81,Health Insurance,$98
1527,81,Gas,$25-$75
1528,81,Power,~$45
1529,81,"Cat Supplies (Food, Litter, etc.)",$50
1530,81,Credit Card Debt,"$150 minimum. It's been a rough year with very unexpected expenses, including emergency vet and dental bills. Those took a huge hit on both my savings and my credit card balance. I'm working hard to compensate for both."
1531,81,Savings,$150 minimum
1532,82,Occupation,Executive Recruiter
1533,82,Industry,"Healthcare, Digital Media, Finance"
1534,82,Age,29
1535,82,Location,"Chicago, IL"
1536,82,Salary,"$35,000"
1537,82,Paycheck (2x/month),"$1,053.67. I have a commission plan as well and it can be anywhere from an additional $1,000 to $5,000"
1538,82,Housing Costs,"$747.50. My best friend and I moved to Chicago together spur of the moment over the summer after our divorces. We rent a teeny, tiny walk-up apartment together."
1539,82,Loan Payments,"$137. I have about $16,000 left to pay on the original $23,000."
1540,82,All Other Credit Card Debt,"$450. I went through a nasty divorce and was left with half of our marital debt at the end. Most of it was his, but Georgia is an equal opportunity state. I won't make this mistake ever again."
1541,82,Electric,~$50. (Gas and water are included.)
1542,82,Wi-Fi & Basic Cable,"$50, which my roommate covers. I pay for electric so we just call it even."
1543,82,Hulu & Netflix,$9.99. I pay for Hulu and a girlfriend pays for Netflix.
1544,82,Phone,$89
1545,82,401(k),"5% of every paycheck, and my company matches."
1546,82,"Medical, Dental, Health & Life Insurance",$101 of each paycheck
1547,82,Unlimited MetraCard,$141 pre-tax
1548,82,Investments: ~,$200. I use Acorns and have a small monthly amount going into various Bitcoin investments.
1549,83,Occupation,Financial Planner
1550,83,Industry,Financial Services
1551,83,Age,29
1552,83,Location,Wisconsin
1553,83,Salary,"$114,000"
1554,83,Housing Costs,"$1,240 mortgage payment, which includes escrow for property taxes. I bought my first home at age 24 and live (mostly) alone with my two dogs. My boyfriend is in the process of officially moving in (he practically already lives with me), but he isn't able to help out with expenses at this time."
1555,83,Loans,$0. I was very fortunate to have had financial help during college from my parents.
1556,83,"All Other Health, Dental & Vision Insurance",$216; my company covers the rest.
1557,83,401(k),"10% of my income with a 4% company match. This, along with my taxes and insurance, is automatically withheld from my paycheck."
1558,83,"Auto, Homeowner & Umbrella Liability Insurance",$136
1559,83,Life Insurance Premium,$40 each quarter
1560,83,Roth IRA,$458/month
1561,83,Savings,$833
1562,83,Electricity,~$250
1563,83,Internet,$47
1564,83,Netflix & HBO,$0. I use my boyfriend's accounts.
1565,83,Apple Music,$10.50
1566,83,Lawn Service,$130 each quarter
1567,83,Cell Phone,$60
1568,83,Gym Membership,$42
1569,83,Massage Envy Membership,$60
1570,83,Dog Grooming,$50
1571,83,Credit Card Debt,"None. Typically, I charge $2,500/month, and  I pay that off in full every month. I rarely use cash for anything to try to take advantage of the 1.5% cash back rewards my card offers. This covers groceries, dining out, entertainment, travel-related expenses, and other discretionary spending."
1572,84,Occupation,School Counselor
1573,84,Industry,Education
1574,84,Age,27
1575,84,Location,"Washington, DC"
1576,84,Salary,"$56,687"
1577,84,Paycheck Amount (monthly),"$3,443"
1578,84,Housing Costs,"$1,125. I share a two-bedroom apartment and split rent evenly."
1579,84,Loan Payments,"$491. I'm paying off about $40,000 in graduate school loans."
1580,84,All Other Retirement & Health Insurance,"I have around $790/month taken out of my paycheck pre-tax for various retirement accounts, as well as $145 for health and dental insurance."
1581,84,Roth IRA,$50
1582,84,Car Insurance,$50.25
1583,84,Cell phone,$50
1584,84,Internet,$45 (my half)
1585,84,Power,$20 (my half)
1586,84,iCloud storage,$3
1587,84,Spotify Premium,$0.99 (trial)
1588,84,Savings,"$550 for the summer. We don't get paid for two months of the year, so we have to set money aside to pay ourselves. It's a pain, but has made me a very careful budgeter!"
1589,84,ClassPass,$55
1590,85,Occupation,Project Controller
1591,85,Industry,Finance
1592,85,Age,35
1593,85,Location,"Boston, MA"
1594,85,Household Income,"$250,000 (including husband's salary)"
1595,85,My Salary,"$83,000"
1596,85,Paycheck (2x/month),"$2,050"
1597,85,Housing,"$4,000 mortgage"
1598,85,Loan Payments,$300 for undergraduate student loans
1599,85,All Other Pet Insurance,$65
1600,85,Phone Bill,$85
1601,85,Frozen ClassPass,$15
1602,85,Water Bill,$85 (jointly paid by husband and me)
1603,85,Car Insurance,$125 (jointly paid by husband and me)
1604,85,Energy Bill,"$100, varies by season. (jointly paid by husband and me)"
1605,85,Robo-Investment Account,"$1,600"
1606,85,Health Insurance,$300
1607,85,401(k),$700
1608,86,Occupation,Behavioral Health Counselor
1609,86,Industry,Healthcare
1610,86,Age,29
1611,86,Location,"Anchorage, Alaska"
1612,86,Salary,"$53,000"
1613,86,Paycheck (2x/month),"$1,516"
1614,86,Housing Costs,$600
1615,86,Student Loan Payments,"$186. I still owe $12,709 but I'm paying off other debts more aggressively right now."
1616,86,All Other Medical & Dental,$95 (taken out of my paycheck)
1617,86,Gym Membership,$21
1618,86,Car Insurance,$78
1619,86,Car Payment,"$400. I only owe $280/month, but I overpay over each month."
1620,86,Streaming Services,"$43 for YouTube Red, Spotify, Netflix, and Hulu. I stream a lot and let my friends mooch because I'm a saint."
1621,86,Cell Phone,$135. Phone service in Alaska is ridiculous.
1622,86,Credit Card Debt,"$80. This fluctuates. I try to keep my CC at zero, but sometimes I use it when I lose my debit card (so, so frequently) and it accumulates about $100-$200."
1623,86,"Miscellaneous Debts (Creditors, etc.)","~$300. I've been aggressively paying off medical and utility debts I racked up when I was worse off financially. I've paid off a number of creditors and I'm down to just the one, THANK GOD. Less than $2,000 left!"
1624,86,Savings,$300
1625,87,Occupation,Product Manager
1626,87,Industry,Tech
1627,87,Age,29
1628,87,Location,"San Jose, CA"
1629,87,Salary,"$112,000"
1630,87,Housing Costs,"$700-$800 for my share, depending on utilities."
1631,87,Loan Payments,"$0 due to scholarships, work study, and family help."
1632,87,All Other Health Insurance,$60
1633,87,Internet,$35. I have to call and renegotiate every year.
1634,87,Stock Purchase Plan,~$300 pre-tax
1635,87,Hulu,$5.99
1636,87,Netflix,$7.99
1637,87,MoviePass,$9.99
1638,87,Gym Membership,$47.50
1639,87,Cell Phone,"$0, on the family plan"
1640,87,Retirement Plan,I don't regularly contribute to a 401(k) but my company puts in 5% at the end of the year (no matching).
1641,88,Occupation,Administrative Assistant
1642,88,Industry,Real Estate
1643,88,Age,23
1644,88,Location,"Holland, MI"
1645,88,JointSalary,"$66,000 — $45,000 from my husband, $21,000 from me"
1646,88,Paycheck Amount (Bi-weekly),"$1,940 combined ($1,340 from husband, $600 from me)"
1647,88,Housing,$946.24 mortgage; we own our house.
1648,88,Loan Payments,$272 for both of our student loans. I would really love to bump this up to $400/month one day.
1649,88,"All Other Electric, Water & Gas",$122
1650,88,Garbage Pickup,$18
1651,88,Internet,$55
1652,88,Cell Phone,$170.30 for both our phones
1653,88,Car Insurance,$170.62 for both our cars
1654,88,Health & Dental Insurance,$276. (My husband can stay on his parents' plan until he's 26.)
1655,88,Church Donation,$261/biweekly
1656,89,Occupation,Lead User Experience Designer
1657,89,Industry,Product Design
1658,89,Age,27
1659,89,Location,Northern New Jersey
1660,89,Salary,"$82,400"
1661,89,Housing,"$1,500, split evenly with my partner/significant other who lives with me. The rent for our one-bedroom apartment is very affordable compared to other places in our area."
1662,89,Student Loans,$420
1663,89,Car Payment,$200
1664,89,All Other Deductions,"~$950 is deducted from my paycheck for taxes, health insurance, accident insurance, retirement (12% in a 401(k) and a 6% company match), and life insurance"
1665,89,Utilities,~$70 in the winter (split evenly)
1666,89,Cable & Internet,$160 (split evenly)
1667,89,Investments,$80
1668,89,Car Insurance,$120
1669,89,Savings,I am trying to save at LEAST $200/month into a travel and emergency fund. I also put whatever I feel comfortable with at the end of each month to another savings account.
1670,89,Credit Card Debt,"~$400 total between a few cards. I had a lot of debt from college and my early 20s when I wasn't very responsible with money. I had a second job the past few years, and that income was used to get this balance down a lot."
1671,89,Therapy,"$30-$60, depending on how often I go that month."
1672,89,Spa Membership,$80 for acupuncture and massages; self-care is important.
1673,89,"Spotify, Netflix, Hulu & HBO Now",$43
1674,89,Charitable Donations,$25 to our local Planned Parenthood and $10 to WNYC
1675,90,Occupation,Freelance Copywriter & Part-Time Sales Associate
1676,90,Industry,Creative & Retail
1677,90,Age,30
1678,90,Location,New York
1679,90,My Salary,"$15,000"
1680,90,Paycheck (2x/month),$500
1681,90,Husband's Salary,"$150,000"
1682,90,Husband's Paycheck (2x/month),"$3,500 and he gets a yearly bonus based on company performance. Last year it was $5,000. My husband and I have a joint bank account. (The joys of being basically unemployed.)"
1683,90,Housing Costs,"$3,095"
1684,90,My Student Loans,$0. I don't earn enough to pay back my loans.
1685,90,Husband's Student Loans,$960 back to the U.K.
1686,90,Credit Card,$100
1687,90,All Other Utilities,$200
1688,90,Apple Music,$14.99 (family plan)
1689,90,401(k),"$0, but my husband contributes $1,000 from his paycheck."
1690,90,Insurance,$0. I'm covered by my husband's policy.
1691,90,Phone,"$300 for both phones and plans. The price is high, as we had no U.S. credit when we moved here and ended up with a terrible plan."
1692,90,Netflix,$9.99
1693,90,Hulu,$7.95
1694,90,HBO,$0. I mooch from a friend.
1695,90,Amazon Prime,$0. Mooch from a friend.
1696,90,Cat Supplies,"$50 for litter, food, and toys"
1697,90,Savings,~$300. We try to put as much as possible into savings but it's difficult when my income varies so much.
1698,91,Occupation,Video Producer
1699,91,Industry,Media & Advertising
1700,91,Age,22
1701,91,Location,Singapore
1702,91,Salary,"$20,800"
1703,91,Paycheck (Once A Month),"$1,730 before deduction of Central Provident Fund (our form of Roth IRA)"
1704,91,Housing Costs,"$600 for a common room in a three-room flat, utilities and internet included. I live alone."
1705,91,Loan Payments,$0. My tertiary education was fully subsidized by a religious foundation.
