title,value,diary_index
Housing Costs,"$700-$800 for my share, depending on utilities.",87
Loan Payments,"$0 due to scholarships, work study, and family help.",87
All Other Health Insurance,$60,87
Internet,$35. I have to call and renegotiate every year.,87
Stock Purchase Plan,~$300 pre-tax,87
Hulu,$5.99,87
Netflix,$7.99,87
MoviePass,$9.99,87
Gym Membership,$47.50,87
Cell Phone,"$0, on the family plan",87
Retirement Plan,I don't regularly contribute to a 401(k) but my company puts in 5% at the end of the year (no matching).,87
Occupation,Administrative Assistant,88
Industry,Real Estate,88
Age,23,88
Location,"Holland, MI",88
JointSalary,"$66,000 — $45,000 from my husband, $21,000 from me",88
Paycheck Amount (Bi-weekly),"$1,940 combined ($1,340 from husband, $600 from me)",88
Housing,$946.24 mortgage; we own our house.,88
Loan Payments,$272 for both of our student loans. I would really love to bump this up to $400/month one day.,88
"All Other Electric, Water & Gas",$122,88
Garbage Pickup,$18,88
Internet,$55,88
Cell Phone,$170.30 for both our phones,88
Car Insurance,$170.62 for both our cars,88
Health & Dental Insurance,$276. (My husband can stay on his parents' plan until he's 26.),88
Church Donation,$261/biweekly,88
Occupation,Lead User Experience Designer,89
Industry,Product Design,89
Age,27,89
Location,Northern New Jersey,89
Salary,"$82,400",89
Housing,"$1,500, split evenly with my partner/significant other who lives with me. The rent for our one-bedroom apartment is very affordable compared to other places in our area.",89
Student Loans,$420,89
Car Payment,$200,89
All Other Deductions,"~$950 is deducted from my paycheck for taxes, health insurance, accident insurance, retirement (12% in a 401(k) and a 6% company match), and life insurance",89
Utilities,~$70 in the winter (split evenly),89
Cable & Internet,$160 (split evenly),89
Investments,$80,89
Car Insurance,$120,89
Savings,I am trying to save at LEAST $200/month into a travel and emergency fund. I also put whatever I feel comfortable with at the end of each month to another savings account.,89
Credit Card Debt,"~$400 total between a few cards. I had a lot of debt from college and my early 20s when I wasn't very responsible with money. I had a second job the past few years, and that income was used to get this balance down a lot.",89
Therapy,"$30-$60, depending on how often I go that month.",89
Spa Membership,$80 for acupuncture and massages; self-care is important.,89
"Spotify, Netflix, Hulu & HBO Now",$43,89
Charitable Donations,$25 to our local Planned Parenthood and $10 to WNYC,89
Occupation,Freelance Copywriter & Part-Time Sales Associate,90
Industry,Creative & Retail,90
Age,30,90
Location,New York,90
My Salary,"$15,000",90
Paycheck (2x/month),$500,90
Husband's Salary,"$150,000",90
Husband's Paycheck (2x/month),"$3,500 and he gets a yearly bonus based on company performance. Last year it was $5,000. My husband and I have a joint bank account. (The joys of being basically unemployed.)",90
Housing Costs,"$3,095",90
My Student Loans,$0. I don't earn enough to pay back my loans.,90
Husband's Student Loans,$960 back to the U.K.,90
Credit Card,$100,90
All Other Utilities,$200,90
Apple Music,$14.99 (family plan),90
401(k),"$0, but my husband contributes $1,000 from his paycheck.",90
Insurance,$0. I'm covered by my husband's policy.,90
Phone,"$300 for both phones and plans. The price is high, as we had no U.S. credit when we moved here and ended up with a terrible plan.",90
Netflix,$9.99,90
Hulu,$7.95,90
HBO,$0. I mooch from a friend.,90
Amazon Prime,$0. Mooch from a friend.,90
Cat Supplies,"$50 for litter, food, and toys",90
Savings,~$300. We try to put as much as possible into savings but it's difficult when my income varies so much.,90
Occupation,Video Producer,91
Industry,Media & Advertising,91
Age,22,91
Location,Singapore,91
Salary,"$20,800",91
Paycheck (Once A Month),"$1,730 before deduction of Central Provident Fund (our form of Roth IRA)",91
Housing Costs,"$600 for a common room in a three-room flat, utilities and internet included. I live alone.",91
Loan Payments,$0. My tertiary education was fully subsidized by a religious foundation.,91
All Other Transportation,$30. I usually take the bus to work and anywhere else.,91
Phone Bill,$37.60-$45.20. This is covered by my employer.,91
iPhone,$41. My employer generously paid for the two-year plan and I pay him back every first of the month in installments.,91
"Adobe, Microsoft Office & Spotify",$25. I'm looking to get Adobe and Microsoft Office from my employers soon.,91
Netflix,Mooch off a friend.,91
Occupation,Child Care Assistant,92
Industry,Nursery,92
Age,30,92
Location,Marseille,92
Salary,"$19,100 salary plus $4,400 government income",92
Paycheck (Once A Month),"$1,590 salary plus $366 government income",92
Housing Costs,$366. My rent is really $788 but I receive $422/month from the government. I get a high amount because I'm a single parent. It's a one-bedroom apartment in the city center with a huge living room. I use half of it as my sleeping area.,92
Loan Payments,"$0. I had a small student loan ($12,500) that I finished paying off in 2010.",92
All Other Netflix,$0. I use my aunt's account.,92
Television,$4 (through the internet),92
Mobile Phone,$30,92
Internet,$30,92
Electricity,$85,92
Gas,$25,92
Water,$25,92
Insurance,$20 for my daughter's school insurance and the house insurance,92
Health Insurance,$20 for my daughter and me. It's $80 but half is paid by my employer; it's the law in France.,92
Daughter's Dance Class,$37,92
Daughter's Tennis Class,$42,92
Childcare,$0. My grandmother takes care of my daughter before and after school.,92
Savings,"$150, split between my daughter's and my own savings account",92
Holiday Piggy Bank,$100,92
Bus Card,$26. The monthly cost is $52 but work pays for half of it. (They have to by law.),92
Donations,"$60 split among The Red Cross, Doctors Without Borders, and Greenpeace",92
My Little Box Subscription,$20,92
Birchbox Subscription,$16. I'm a beauty junkie.,92
Occupation,Senior Executive Assistant,93
Industry,Automotive,93
Age,28,93
Location,"Detroit, MI",93
Salary,"$65,000",93
Annual Bonus,"~$3,500",93
Paycheck (2x/month),"$1,771.77",93
Housing,$600 plus about $50 in utilities to rent a tiny studio,93
Student Loan Payments,"$80. Almost paid off. (Thanks, Mom and Dad!)",93
All Other Car Payment,$228 for my leased car,93
Phone,$0. It's on my company's plan and costs me nothing out of pocket.,93
Health Insurance,~$80,93
401(k),I put in 5% and my company matches it with another 5%,93
Savings,"$1,000 minimum. This was a new goal for me in 2018.",93
Other,"In an effort to help me build my savings account, my boyfriend covers the cost of gas, groceries, car insurance, gym membership, Spotify, and a few other miscellaneous expenses. A lot of these go on a credit card with cash back offers and are paid in full at the end of every month. We are getting engaged soon and are beginning to combine our finances as we get ready to pay for a wedding (and eventually a house) together!",93
Occupation,Communications Manager,94
Industry,Nonprofit,94
Age,28,94
Location,"Glendale, CA",94
My Salary,"$45,000",94
Husband's Salary,"$85,000",94
Paycheck (2x/month),"$1,300",94
Housing Costs,"$1,500 to rent a small two-bedroom house. My in-laws own the property; they wanted us to live closer to them because of my mother-in-law's declining health. They are letting us stay there for the same amount we paid for our previous apartment.",94
Loan Payments,$0. We paid off the remainder of my college loans shortly after getting married.,94
All Other Utilities,$300,94
Car Insurance,$380,94
Cell Phones,$213,94
Internet,$45,94
Health Insurance,"$50 for dental, medical, and vision (covered by my company)",94
Pet Insurance,$30,94
Coffee of the Month Club,$35,94
Netflix,$12,94
Hulu,$12,94
Savings,"$300/month in HSA for our baby, and 15% of my husband's paycheck in a Roth IRA. Whatever money is left over after bills gets split between vacation and house savings accounts.",94
401(k),$600/paycheck for him and $375/month for me,94
Occupation,Lawyer,95
Industry,Large Corporation,95
Age,42,95
Location,"Houston, TX",95
My Salary,"$190,000",95
Husband's Salary,"$150,000",95
Combined Paycheck (2x/month),"$10,100 after 401(k), health insurance, and United Way contributions",95
Housing,"$4,000 for our mortgage and property tax. We pay a little bit extra to speed up paying off the mortgage.",95
Student Loan Payments,$300,95
Car Payment,$695 (This is the last year!),95
All Other Subscription,$3,95
Netflix,$12,95
Cell Phone,$170,95
Cable & Internet,$200,95
Childcare,"$2,600",95
Evening Nanny,$600,95
Kid Activities,"$200 toward swim, soccer, and music classes",95
Electric & Gas,$150,95
Water,$50,95
Lawn Service,$100,95
Savings,"We move money into savings whenever there is a balance in our checking account over $15,000 after bills are paid.",95
Occupation,HR Manager,96
Industry,Tech,96
Age,29,96
Location,"Brooklyn, NY",96
Salary,"$100,000",96
Paycheck (Biweekly),"$2,663.54",96
Housing,"$600. My boyfriend (C.) and I live in a big, two-bedroom apartment in Park Slope. Even though we can afford to live alone, we choose to have a roommate because C. is freelancing and doesn't have a steady income, and it allows me to save a ton of money. Our roommate pays $1,400/month and C. and I split the remaining rent and utilities. Occasionally, when C. and I are both out of town, we'll put up our room on Airbnb. (But I usually let C. put that money into his account.)",96
Student Loans,"$300. I have about $6,200 left to pay, down from the $18,000 I graduated with.",96
All Other Renter's Insurance,"$13.42, which includes C.",96
Spotify,$9.99,96
Phone,"I'm still on my parents' plan, but C. and I both need new phones, and we're planning to add me to his plan soon.",96
401(k),15% of every paycheck,96
"Medical, Dental, Health & Life Insurance",$51.05,96
Unlimited MetroCard,$121 pre-tax,96
Investments,"$1,050/month",96
Occupation,Administrator/Executive Assistant,97
Industry,Tech & Semi-Conductor Facility,97
Age,28,97
Location,"Austin, TX",97
My Salary,"$52,000 plus $6,250 annual bonus",97
Husband's Salary,"$29,000",97
Paycheck (2x/month),"$3,120",97
Housing,"$1,480 mortgage. It's me, my husband, and our two dogs. We've owned our home since June and are hoping to refinance to a 15-year loan once my husband has a full year of job history.",97
Loan Payments,"$980 total for my car, my husband's car, and my husband's motorcycle",97
All Other Car Insurance,$180 (combined),97
Cell Phone,$90,97
Solar Power,$158. We just got solar installed at our home!,97
Vivint Home Monitoring,$90,97
Hulu & Netflix,$20,97
Health Insurance,$32. My company has GREAT insurance and the majority of this is FSA contribution.,97
401(k),"$160. My company matches 4%, so I contribute that amount. I received a very large inheritance last year after the deaths of my grandma and my father (within three weeks of each other). It has all remained invested as it was previously and will serve as the bulk of my retirement. Based on projection, I'll be able to retire, happily, before I'm 55.",97
Occupation,Account Manager,98
Industry,Insurance,98
Age,28,98
Location,"Denver, CO",98
Salary,"$57,800",98
Paycheck (2x/month),"$1,640",98
Housing Costs,"$1,100 for a one-bedroom apartment. I live alone.",98
Loans,$440 for my car payment and insurance,98
All Other Electric & Gas,"~$75, varies monthly.",98
Cable & Internet,$83,98
Credit Card Debt,$600+,98
Spotify,$10.75,98
401(k),"7% pre-tax deduction, my company matches 6%. I also put 1% into a Roth 401(k).",98
Health/HSA/Vision/Dental,$165.80 pre-tax,98
Charitable Donation,$20 out of my check automatically.,98
Renter's Insurance,$20.25,98
Cell Phone,$0. I'm on my family's plan and I apply my work cell phone subsidy to their account.,98
Occupation,Account Manager,99
Industry,Software,99
Age,25,99
Location,"New Haven, CT",99
Salary,"$50,000",99
Paycheck (Biweekly),"$1,397",99
Housing,$675. My boyfriend and I split a one-bedroom evenly.,99
Loan Payments,$400 toward student loans.,99
All Other Car Insurance,$91,99
Gym Membership,$34,99
Internet,$50,99
Streaming Services,"$0. We use my boyfriend's Netflix, Hulu, and other accounts and call it even after I pay internet.",99
Cell Phone,"$0. Lucky to still be on the family plan, which my mom pays for.",99
Health & Dental Insurance,$0; it's fully covered by work.,99
Credit Card Debt,"$200. Some financially irresponsible decisions after undergrad left me with about $5,000 in credit card debt that I am trying to pay off. I put more money toward this some months if I'm able.",99
Savings,$300. I have an automatic transfer of $150 set up for each payday.,99
Occupation,Technology Consultant,100
Industry,IT,100
Age,24,100
Location,"Berkeley, CA",100
Salary,"$92,700",100
Paycheck (2x/month),"$1,795 after taxes, 401(k), stock, and health insurance deductions",100
Housing Costs,"$1,275. My relatively low rent is one of the reasons I decided to stay in my college town after graduation. These days, living alone in a one-bedroom apartment for the amount I'm paying is a tall order in the Bay, and I'd be hard pressed to replicate it. (I moved in just before the tech boom really got underway and rents exploded.) Had I moved to San Francisco, as many of my friends did, I'd easily be paying several hundred dollars more a month for much less space.",100
